measure_0,measure_1,measure_2,measure_3,measure_4,measure_5,measure_6,measure_7
20.801170477789274,21.49944855435852,22.200395293307864,22.899432633497383,23.59866875620621,24.30003964620707,25.000372694513906,25.699177350044693
21.10098775396484,21.801892488789413,22.50054510198446,23.19870908442614,23.899908627569648,24.598710747566642,25.300493166935023,25.99941165575242
21.39968357401387,22.099157086210692,22.799794869944154,23.499667736043826,24.19792859939061,24.898792023478986,25.600322528052878,26.300589194187744
21.70009572295562,22.399926882561225,23.100945200301176,23.799521180175436,24.50122866695813,25.200796269279383,25.89925657810658,26.599855547012567
21.999517987070067,22.6998723713019,23.39986568353014,24.09946610874854,24.800674035420126,25.499349409650076,26.199297528941717,26.901447978539576
22.299863433559466,23.000914904375893,23.70023860362156,24.400551654920605,25.101888975954186,25.798229810041768,26.500673213797118,27.199793337535716
22.600338933404455,23.30024637697974,23.999356087122518,24.699323118839523,25.399298777168344,26.10234723112702,26.800129011978992,27.500015443617503
22.89966889509239,23.59924566424945,24.30085805954148,24.999415962816276,25.700774464273337,26.399479526444615,27.099112931599212,27.80107323415125
23.20080803001309,23.90041922074887,24.598785233706348,25.302293875172307,25.999957442584165,26.700463297274755,27.400279817313148,28.099781220361226
23.50098240231832,24.19934051841069,24.899967613930222,25.597913401587064,26.299874674012184,26.99962607894925,27.699318158681073,28.400682767508037
23.80029510114275,24.499657861241783,25.19979172493665,25.899838366280473,26.599070706961022,27.301838285083782,27.999890508644153,28.699794923479615
24.09955546078187,24.800618252368192,25.49976580778954,26.19806446471348,26.901164446250043,27.601126346319667,28.299661909715383,29.00131170129973
24.40057227019096,25.10010608460433,25.80211151033514,26.500191308007693,27.200099937696894,27.89982749980464,28.600603679783493,29.299728333064515
24.700362798111225,25.399807289058568,26.09892523939961,26.80002538486957,27.50111213736526,28.199342490272205,28.899641975829415,29.601588355802825
25.000430332040658,25.7004869922001,26.399303737899114,27.099797781628514,27.800356924602927,28.500211628348495,29.199532849413984,29.899063026086196
25.2992576266909,26.0009563894143,26.699355541924863,27.39978869291286,28.100339541130957,28.800327427735038,29.501362570956207,30.200779320128834
25.60078583985164,26.301013709061824,26.998706695767993,27.701251833515936,28.40052553962504,29.101264030214168,29.79902934830013,30.500297630911554
25.9000267962115,26.601133882603367,27.299797988352456,28.00181023767315,28.699383136350576,29.39927920408916,30.100204868507735,30.800403555583152
26.201597724505305,26.899593930932195,27.5999295983666,28.300081271027075,29.000915828949335,29.698514819015713,30.399478975450013,31.099415506952987
26.499159624564886,27.198854937303718,27.901575673891465,28.601348645403515,29.30124043542989,29.999452434381688,30.70062099922751,31.401108700731058
26.800117079151214,27.497316213979985,28.200495931790375,28.900278379804764,29.598977783339834,30.299749253976415,30.999358150293055,31.700116502846743
27.099498095117994,27.80090649497844,28.501835716277956,29.200505923717245,29.898904231443627,30.600727917238235,31.299844177513982,32.00038039213968
27.400249322575743,28.10065051844725,28.79946256853146,29.50015086311641,30.199369799212693,30.899759932783702,31.599717256052273,32.29812782233593
27.69964384011413,28.400122053294606,29.09840397524991,29.801135733927094,30.500162330865713,31.20018054148759,31.901687961928314,32.60042937430857
27.999458571432854,28.698988964692308,29.400495210951796,30.10099789388254,30.800179979169837,31.498328213607593,32.19951872147729,32.90066904113038
28.300466879227606,28.998641620149588,29.701679416503392,30.400437016268793,31.09951518323653,31.800548804231447,32.498340377073646,33.19954261134179
28.59969403881433,29.29980771402554,30.00078093971816,30.69902756450199,31.401325881278122,32.100106797807456,32.80158464938744,33.499583454572154
28.901002798897263,29.600271068336987,30.30044740722878,31.00080921423801,31.70009203840695,32.39840983654297,33.0993138127763,33.801777310411616
29.2006361625979,29.899975872747696,30.599550616451257,31.300113702677663,32.00008084498681,32.70026678223699,33.39897736840089,34.10017817793495
29.501177076177857,30.199217964254437,30.89846599545939,31.59963174235244,32.29941333646262,33.000141247333154,33.69890094123185,34.398643364769065
29.799385982072945,30.50126464069592,31.200087178845845,31.901335954422933,32.60046862322438,33.30071934828472,33.999216133923376,34.701393806624765
30.100404930218193,30.801698314056217,31.500818644486944,32.2014808742882,32.898326418569354,33.599642235828746,34.29996379496582,35.000547249873634
30.401652786658254,31.100740544736322,31.79988591279128,32.4996639098949,33.202322966800004,33.901614962122274,34.5998417583019,35.30011521710324
30.698685938535228,31.398251136219983,32.09955824786742,32.8002745469954,33.49839352511893,34.199564180838365,34.89863278001591,35.600195901762675
30.99862481513213,31.700988257591835,32.40065384577296,33.10114207634818,33.79898674161332,34.49982556701703,35.199120234080496,35.89822659775463
31.2997040827228,32.00008962301088,32.69915326208173,33.400335180154734,34.099353394694134,34.80133135085084,35.50027583004,36.199634828976215
31.600697382635445,32.30098887361563,32.998587415446586,33.69975307296805,34.3993946685063,35.09937169685675,35.80160994443702,36.497470894333006
31.90100728012478,32.59933183629813,33.30029454099734,34.000167903216436,34.70060549408515,35.40024208063046,36.099399468366755,36.800042169487604
32.19944379111995,32.89953165321439,33.60167641345244,34.300812440555134,34.99996116172813,35.70085829830712,36.399494353295864,37.09985937253138
32.49875743716487,33.20159472941564,33.899871705501766,34.59972839281588,35.301801601550686,36.00295867246808,36.69972740716498,37.397574827343384
32.80010125748728,33.50149509506074,34.199157877736546,34.90118831601795,35.599721849219144,36.30076910970515,37.00047195010215,37.700667246326255
33.09964027684391,33.80078586792583,34.498651499488886,35.20034032347315,35.898568116560014,36.600329173268456,37.298518321807,37.9994659001185
33.39815459006635,34.100278971615644,34.79993234299271,35.5009700090377,36.19920961269307,36.90006002257343,37.60023404594663,38.30166385436342
33.6997297170961,34.399403909497835,35.1024842011627,35.79872690100439,36.499815320541956,37.198051948872944,37.90017488623123,38.600662050940855
